"SEQ_ITEM","PORT_CODE","BRANCH","CONTNO","NOPOL","BLOK","SLOT","ROW","TIER","CONTSIZE","CONTTYPE","CONTOWNER","CONTSTATUS","PRINCIPAL","DG_FLAG","HOLD_FLAG","DMG_FLAG","OD_FLAG","FREEUSED_FLAG","FULLMT","SEALNO","WEIGHT","CMDTY_CODE","CMDTY_DESC","VESSEL_VOYAGE","POL","POT","POD","BGKNO","BLNO","DWINO","RESERVE_FIELD","MOVE_TIME","REPO_TIME","VESSEL_OPERATOR","CONT_GRADE","FORM_ID","DOC_ID","KADE","CREATEDON","CREATEDBY","MODIFIEDBY","MODIFIEDON"
485,IDJKT,JKT64,TXGU4073220,HT01,"2A","14","6","3","40",HC,,,,,,,,,F,,,,,,,,,,,,,"1780990200",,,,770,"39851","218",,,,
486,IDJKT,JKT64,MRTU9625616,HT11,"2A","14","6","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780990320",,,,770,"39851","218",,,,
487,IDJKT,JKT64,TXGU4086485,HT06,"3A","2","6","1","40",HC,,,,,,,,,F,,,,,,,,,,,,,"1780990380",,,,770,"39851","218",,,,
488,IDJKT,JKT64,HPCU4315716,HT22,"3A","2","6","2","40",HC,,,,,,,,,F,,,,,,,,,,,,,"1780990440",,,,770,"39851","218",,,,
850,IDJKT,JKT64,MRTU2152213,H11,"1a","10","2","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781016720",,,,770,"39860","218",,,,
851,IDJKT,JKT64,MRTU2012530,H22,"1a","10","2","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781017140",,,,770,"39860","218",,,,
852,IDJKT,JKT64,MRTU2253121,H22,"1a","10","2","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781017200",,,,770,"39860","218",,,,
489,IDJKT,JKT64,CAJU5078692,HT05,"3A","2","1","4","40",HC,,,,,,,,,F,,,,,,,,,,,,,"1780990920",,,,770,"39851","218",,,,
854,IDJKT,JKT64,MRTU2192108,H20,"1a","10","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781017560",,,,770,"39860","218",,,,
855,IDJKT,JKT64,MRTU2257528,H16,"1a","10","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781017860",,,,770,"39860","218",,,,
857,IDJKT,JKT64,MRTU2169514,H15,"1a","10","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781018100",,,,770,"39860","218",,,,
858,IDJKT,JKT64,MRTU2254895,H15,"1a","10","4","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781018160",,,,770,"39860","218",,,,
859,IDJKT,JKT64,MRTU2064072,H11,"2a","5","5","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781018760",,,,770,"39860","218",,,,
860,IDJKT,JKT64,MRTU2124700,H11,"2a","5","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781018820",,,,770,"39860","218",,,,
861,IDJKT,JKT64,MRTU2209535,H17,"2a","5","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781019120",,,,770,"39860","218",,,,
862,IDJKT,JKT64,MRTU2199294,H17,"2a","5","5","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781019180",,,,770,"39860","218",,,,
863,IDJKT,JKT64,MRTU2200965,H16,"2a","6","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781019300",,,,770,"39860","218",,,,
864,IDJKT,JKT64,MRTU2127777,H16,"2a","6","4","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781019360",,,,770,"39860","218",,,,
865,IDJKT,JKT64,MRTU2003776,H18,"2a","6","4","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781019780",,,,770,"39860","218",,,,
866,IDJKT,JKT64,MRTU2093384,H18,"2a","6","4","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781019780",,,,770,"39860","218",,,,
867,IDJKT,JKT64,DFSU3192214,H15,"2a","6","3","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781019840",,,,770,"39860","218",,,,
868,IDJKT,JKT64,MRTU2205360,H15,"2a","6","3","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781019900",,,,770,"39860","218",,,,
869,IDJKT,JKT64,MRTU9617499,Ht08,"3A","10","3","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780999080",,,,770,"39859","218",,,,
870,IDJKT,JKT64,FCIU7017514,Ht07,"3A","12","3","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780999260",,,,770,"39859","218",,,,
871,IDJKT,JKT64,HPCU4319270,Ht19,"3A","12","6","2","40",HC,,,,,,,,,F,Ada,,,,,,,,,,,,"1780999440",,,,770,"39859","218",,,,
872,IDJKT,JKT64,HPCU4316013,Ht14,"3A","12","6","3","40",HC,,,,,,,,,F,Ada,,,,,,,,,,,,"1780999500",,,,770,"39859","218",,,,
873,IDJKT,JKT64,TXGU8407325,Ht15,"3A","6","3","2","40",HC,,,,,,,,,F,Ada,,,,,,,,,,,,"1781000940",,,,770,"39859","218",,,,
874,IDJKT,JKT64,MRTU9646455,Ht17,"3A","6","3","3","40",HC,,,,,,,,,F,Ada,,,,,,,,,,,,"1781001000",,,,770,"39859","218",,,,
875,IDJKT,JKT64,SEGU4044942,Ht13,"3A","6","3","4","40",HC,,,,,,,,,F,Ada,,,,,,,,,,,,"1781001120",,,,770,"39859","218",,,,
877,IDJKT,JKT64,TXGU8453418,Ht29,"3A","2","1","1","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781018100",,,,770,"39859","218",,,,
878,IDJKT,JKT64,MRTU9633421,Ht26,"3A","2","1","2","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781018160",,,,770,"39859","218",,,,
879,IDJKT,JKT64,CXDU1848574,Ht27,"3A","2","1","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781018280",,,,770,"39859","218",,,,
880,IDJKT,JKT64,TCLU6589600,Ht25,"3A","6","3","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781018760",,,,770,"39859","218",,,,
881,IDJKT,JKT64,TXGU8102795,Ht26,"3A","6","3","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781019060",,,,770,"39859","218",,,,
490,IDJKT,JKT64,TXGU8462240,HT09,"3A","2","6","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780990980",,,,770,"39851","218",,,,
491,IDJKT,JKT64,MRTU9626063,HT28,"3A","2","6","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780991040",,,,770,"39851","218",,,,
492,IDJKT,JKT64,MRLU2377993,HT15,"2A","10","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780991040",,,,770,"39851","218",,,,
493,IDJKT,JKT64,SCZU7978874,HT15,"2A","10","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780991100",,,,770,"39851","218",,,,
496,IDJKT,JKT64,MRTU2178049,HT23,"2A","10","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780991400",,,,770,"39851","218",,,,
497,IDJKT,JKT64,MRTU2163331,HT23,"2A","10","5","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780991460",,,,770,"39851","218",,,,
504,IDJKT,JKT74,MRTU2267568,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780966380",,,,770,"39798","219",,,,
516,IDJKT,JKT74,MRTU2273576,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780967700",,,,770,"39798","219",,,,
544,IDJKT,JKT74,MRTU2019896,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780971180",,,,770,"39798","219",,,,
545,IDJKT,JKT74,MRTU2175477,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780971240",,,,770,"39798","219",,,,
546,IDJKT,JKT74,MRTU2008124,,,,,,"20",EC,,,,,,,,,E,,,,,,,,,,,,,"1780971240",,,,770,"39798","219",,,,
547,IDJKT,JKT74,MRTU2132222,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780971240",,,,770,"39798","219",,,,
548,IDJKT,JKT74,MRTU2041971,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780971960",,,,770,"39798","219",,,,
549,IDJKT,JKT74,MRLU2344834,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972020",,,,770,"39798","219",,,,
550,IDJKT,JKT74,MRTU2230830,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972140",,,,770,"39798","219",,,,
551,IDJKT,JKT74,MRTU2238235,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972200",,,,770,"39798","219",,,,
552,IDJKT,JKT74,MRTU2201051,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972200",,,,770,"39798","219",,,,
553,IDJKT,JKT74,MRTU2180998,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972260",,,,770,"39798","219",,,,
554,IDJKT,JKT74,MRTU2221187,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972440",,,,770,"39798","219",,,,
555,IDJKT,JKT74,MRTU2265499,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972440",,,,770,"39798","219",,,,
556,IDJKT,JKT74,MRTU2180344,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972500",,,,770,"39798","219",,,,
557,IDJKT,JKT74,MRTU2058819,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780972500",,,,770,"39798","219",,,,
882,IDJKT,JKT64,SELU4141522,Ht27,"3A","6","4","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781019180",,,,770,"39859","218",,,,
883,IDJKT,JKT64,SELU4541067,Ht30,"3A","2","1","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781019480",,,,770,"39859","218",,,,
886,IDJKT,JKT74,MRTU2137585,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781005380",,,,770,"39893","219",,,,
887,IDJKT,JKT74,MRTU2153518,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781005440",,,,770,"39893","219",,,,
888,IDJKT,JKT74,MRTU2132270,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781005500",,,,770,"39893","219",,,,
897,IDJKT,JKT74,MRLU2356012,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781005800",,,,770,"39893","219",,,,
900,IDJKT,JKT74,MRTU2000294,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781005860",,,,770,"39893","219",,,,
901,IDJKT,JKT74,MRLU2359752,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781005860",,,,770,"39893","219",,,,
905,IDJKT,JKT74,MRLU2376493,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781006400",,,,770,"39893","219",,,,
907,IDJKT,JKT74,MRTU2045318,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781010480",,,,770,"39893","219",,,,
916,IDJKT,JKT74,MRTU2157386,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781011140",,,,770,"39893","219",,,,
917,IDJKT,JKT74,MRTU2175121,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781011140",,,,770,"39893","219",,,,
918,IDJKT,JKT74,MRTU2250544,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781011380",,,,770,"39893","219",,,,
919,IDJKT,JKT74,MRTU2107699,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781011380",,,,770,"39893","219",,,,
920,IDJKT,JKT74,MRTU2201283,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781011500",,,,770,"39893","219",,,,
921,IDJKT,JKT74,MRTU2226511,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781011560",,,,770,"39893","219",,,,
922,IDJKT,JKT74,MRTU2131170,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781011920",,,,770,"39893","219",,,,
923,IDJKT,JKT74,MRTU2265328,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781011920",,,,770,"39893","219",,,,
924,IDJKT,JKT74,MRTU2267568,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781012280",,,,770,"39893","219",,,,
925,IDJKT,JKT74,MRTU2239247,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781012640",,,,770,"39893","219",,,,
926,IDJKT,JKT74,DFSU3190989,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781012700",,,,770,"39893","219",,,,
927,IDJKT,JKT74,MRTU2188108,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781015280",,,,770,"39893","219",,,,
928,IDJKT,JKT74,MRTU2154915,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781015280",,,,770,"39893","219",,,,
929,IDJKT,JKT74,MRTU2143000,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781015640",,,,770,"39893","219",,,,
930,IDJKT,JKT74,MRTU2244222,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781015640",,,,770,"39893","219",,,,
931,IDJKT,JKT74,MRTU2155803,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781015820",,,,770,"39893","219",,,,
933,IDJKT,JKT74,DFSU3190850,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781015880",,,,770,"39893","219",,,,
934,IDJKT,JKT74,MRTU2131566,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781015880",,,,770,"39893","219",,,,
936,IDJKT,JKT74,MRTU2222265,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781016000",,,,770,"39893","219",,,,
942,IDJKT,JKT74,MRTU2142555,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781017980",,,,770,"39893","219",,,,
943,IDJKT,JKT74,MRTU2106820,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781017980",,,,770,"39893","219",,,,
949,IDJKT,JKT74,CRXU1604220,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781018640",,,,770,"39893","219",,,,
950,IDJKT,JKT74,MRLU2388658,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781019780",,,,770,"39893","219",,,,
953,IDJKT,JKT74,MRTU2273468,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781020080",,,,770,"39893","219",,,,
956,IDJKT,JKT64,MRTU2233547,Ht18,"3a","27","5","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781006520",,,,770,"39894","218",,,,
957,IDJKT,JKT64,MRTU2238050,Ht18,"3a","37","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781006580",,,,770,"39894","218",,,,
958,IDJKT,JKT64,MRTU2056204,Ht22,"3a","27","5","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781006580",,,,770,"39894","218",,,,
959,IDJKT,JKT64,MRTU2299565,Ht22,"3a","27","5","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781006760",,,,770,"39894","218",,,,
960,IDJKT,JKT64,MRTU2220431,Ht13,"3a","26","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781006820",,,,770,"39894","218",,,,
961,IDJKT,JKT64,MRTU2046675,Ht13,"3a","26","4","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781006820",,,,770,"39894","218",,,,
962,IDJKT,JKT64,MRLU2352608,Ht24,"3a","26","4","3","20",EC,,,,,,,,,E,,,,,,,,,,,,,"1781006880",,,,770,"39894","218",,,,
963,IDJKT,JKT64,MRTU2133960,Ht24,"3a","26","4","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007000",,,,770,"39894","218",,,,
964,IDJKT,JKT64,MRTU2128304,Ht17,"3a","26","1","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007060",,,,770,"39894","218",,,,
965,IDJKT,JKT64,MRTU2151515,Ht17,"3a","26","2","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007120",,,,770,"39894","218",,,,
966,IDJKT,JKT64,MRTU9630931,Ht01,"3a","46","4","1","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781007180",,,,770,"39894","218",,,,
967,IDJKT,JKT64,MRTU9616229,Ht05,"3a","46","4","2","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781007240",,,,770,"39894","218",,,,
968,IDJKT,JKT64,MRLU5212615,Ht02,"3a","46","4","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"1781007300",,,,770,"39894","218",,,,
969,IDJKT,JKT64,MRTU2162649,Ht17,"3a","42","1","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007360",,,,770,"39894","218",,,,
970,IDJKT,JKT64,MRTU2136721,Ht17,"3a","42","1","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007420",,,,770,"39894","218",,,,
971,IDJKT,JKT64,MRTU2159080,Ht16,"3a","42","1","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007480",,,,770,"39894","218",,,,
972,IDJKT,JKT64,MRTU2182516,Ht16,"3a","42","1","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007540",,,,770,"39894","218",,,,
973,IDJKT,JKT64,MRLU2352151,Ht26,"3a","38","2","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007600",,,,770,"39894","218",,,,
975,IDJKT,JKT64,MRTU2228999,Ht23,"3a","37","5","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781007840",,,,770,"39894","218",,,,
976,IDJKT,JKT64,MRTU2211229,Ht23,"3a","37","5","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781007900",,,,770,"39894","218",,,,
977,IDJKT,JKT64,TGBU2391569,Ht12,"3a","37","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781007960",,,,770,"39894","218",,,,
978,IDJKT,JKT64,MRTU2201410,Ht12,"3a","37","5","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781008020",,,,770,"39894","218",,,,
979,IDJKT,JKT64,MRTU2297813,Ht18,"3a","38","1","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781008020",,,,770,"39894","218",,,,
980,IDJKT,JKT64,MRTU2185027,Ht18,"3a","38","1","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781008080",,,,770,"39894","218",,,,
981,IDJKT,JKT64,MRTU2304717,Ht22,"3a","38","1","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781008200",,,,770,"39894","218",,,,
982,IDJKT,JKT64,MRTU2316050,Ht22,"3a","38","1","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781008260",,,,770,"39894","218",,,,
983,IDJKT,JKT64,MRTU2126744,Ht15,"3a","42","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781013240",,,,770,"39894","218",,,,
984,IDJKT,JKT64,MRTU2062980,Ht15,"3a","42","4","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781013300",,,,770,"39894","218",,,,
985,IDJKT,JKT64,MRTU2159265,Ht13,"3a","42","4","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781013360",,,,770,"39894","218",,,,
986,IDJKT,JKT64,MRTU2319189,Ht13,"3a","41","4","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781013360",,,,770,"39894","218",,,,
987,IDJKT,JKT64,MRTU2237711,Ht17,"3a","38","6","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781013660",,,,770,"39894","218",,,,
988,IDJKT,JKT64,MRTU2305420,Ht17,"3a","37","3","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781013720",,,,770,"39894","218",,,,
989,IDJKT,JKT64,TLLU2463253,Ht22,"3A","17","4","1","20",GP,,,,,,,,,F,Ada,,,,,,,,,,,,"1781022900",,,,770,"39903","218",,,,
990,IDJKT,JKT64,MRTU2263372,Ht22,"3A","17","4","2","20",GP,,,,,,,,,F,Ada,,,,,,,,,,,,"1781022960",,,,770,"39903","218",,,,
991,IDJKT,JKT64,MRTU2146360,Ht20,"3A","17","4","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781023140",,,,770,"39903","218",,,,
992,IDJKT,JKT64,MRTU2183600,Ht20,"3A","17","4","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781023200",,,,770,"39903","218",,,,
993,IDJKT,JKT64,FCIU6079548,"2","1b",,,,"20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781021400",,,,770,"39931","218",,,,
994,IDJKT,JKT64,MRTU2192290,"7","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781021460",,,,770,"39931","218",,,,
995,IDJKT,JKT64,MRTU2064030,"6","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781021700",,,,770,"39931","218",,,,
996,IDJKT,JKT64,TRHU3193155,"5","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781021760",,,,770,"39931","218",,,,
997,IDJKT,JKT64,BEAU2397445,"7","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781022060",,,,770,"39931","218",,,,
998,IDJKT,JKT64,MRTU2275291,"6","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781022060",,,,770,"39931","218",,,,
999,IDJKT,JKT64,TEMU0179020,"8","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781022180",,,,770,"39931","218",,,,
1000,IDJKT,JKT64,HPCU2216714,"7","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781022240",,,,770,"39931","218",,,,
1001,IDJKT,JKT64,MRTU2021229,"6","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781022480",,,,770,"39931","218",,,,
1002,IDJKT,JKT64,MRTU2096362,"5","1b",,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1781022480",,,,770,"39931","218",,,,
1003,IDJKT,JKT64,MRTU2101221,"6","1b",,,,"20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781023140",,,,770,"39931","218",,,,
1004,IDJKT,JKT64,MRTU2125856,"6","1b",,,,"20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781023200",,,,770,"39931","218",,,,
560,IDJKT,JKT74,MRTU2237481,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780973100",,,,770,"39798","219",,,,
561,IDJKT,JKT74,MRTU2088881,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780973100",,,,770,"39798","219",,,,
562,IDJKT,JKT74,MRTU2274799,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780973160",,,,770,"39798","219",,,,
563,IDJKT,JKT74,MRTU2207208,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780973160",,,,770,"39798","219",,,,
564,IDJKT,JKT74,MRTU2172950,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780973640",,,,770,"39798","219",,,,
565,IDJKT,JKT74,MRLU2387060,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780973640",,,,770,"39798","219",,,,
567,IDJKT,JKT74,MRTU2152255,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780973700",,,,770,"39798","219",,,,
575,IDJKT,JKT74,MRTU2005172,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780975140",,,,770,"39798","219",,,,
576,IDJKT,JKT74,MRTU2152050,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780975620",,,,770,"39798","219",,,,
586,IDJKT,JKT74,SCZU7924219,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780977000",,,,770,"39798","219",,,,
587,IDJKT,JKT74,MRLU2371784,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780977060",,,,770,"39798","219",,,,
588,IDJKT,JKT74,MRTU2003797,,,,,,"20",EC,,,,,,,,,E,,,,,,,,,,,,,"1780977060",,,,770,"39798","219",,,,
589,IDJKT,JKT74,MRLU2318630,,,,,,"20",EC,,,,,,,,,E,,,,,,,,,,,,,"1780977060",,,,770,"39798","219",,,,
591,IDJKT,JKT74,MRTU2027926,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780977180",,,,770,"39798","219",,,,
592,IDJKT,JKT74,MRTU2142576,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780977240",,,,770,"39798","219",,,,
1007,IDJKT,JKT64,MRTU2099818,"5","1b",,,,"20",GP,,,,,,,,,F,,,,,,,,,,,,,"1781024100",,,,770,"39931","218",,,,
600,IDJKT,JKT74,MRTU2022740,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780984260",,,,770,"39798","219",,,,
605,IDJKT,JKT74,MRLU2361596,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780986060",,,,770,"39798","219",,,,
607,IDJKT,JKT74,MRLU2373792,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780986360",,,,770,"39798","219",,,,
609,IDJKT,JKT74,MRTU2018776,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780986420",,,,770,"39798","219",,,,
612,IDJKT,JKT74,MRTU2156230,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780987260",,,,770,"39798","219",,,,
619,IDJKT,JKT74,MRTU9628791,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780965960",,,,770,"39799","219",,,,
620,IDJKT,JKT74,MRTU9620240,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780966320",,,,770,"39799","219",,,,
625,IDJKT,JKT74,GESU5972205,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780967160",,,,770,"39799","219",,,,
626,IDJKT,JKT74,MRTU9603746,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780967220",,,,770,"39799","219",,,,
632,IDJKT,JKT74,SEGU5176394,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780967940",,,,770,"39799","219",,,,
633,IDJKT,JKT74,SEGU4864387,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780968000",,,,770,"39799","219",,,,
634,IDJKT,JKT74,SEGU6288038,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780968060",,,,770,"39799","219",,,,
635,IDJKT,JKT74,MRTU9607926,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780968180",,,,770,"39799","219",,,,
636,IDJKT,JKT74,MRTU9612310,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780968240",,,,770,"39799","219",,,,
637,IDJKT,JKT74,MRTU9623300,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780968300",,,,770,"39799","219",,,,
638,IDJKT,JKT74,MRTU9624435,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780968480",,,,770,"39799","219",,,,
641,IDJKT,JKT74,MRTU9625241,,,,,,"40",HC,,,,,,,,,E,,,,,,,,,,,,,"1780969020",,,,770,"39799","219",,,,
645,IDJKT,JKT74,WWWU2611004,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"1780971900",,,,770,"39799","219",,,,
